,Id,text,class,cleaned_text,bag_of_words,,,,
45,tweet_0046,"QT @patcashhealy: SHACKLETON HERO, 3yo colt by @coolmorestud THE GURKHA from BLUE CLOUD, brokes his maiden at @DundalkStadium over 6f. ▶️ Listed winner & G1 placed for Daniel Wildenstein, BLUE CLOUD, 25yo mare, is a sister of Sussex Stakes & Queen Elizabeth Stakes winner BIGSTONE. ; @DundalkStadium 1-February-2021 Shakleton Hero (The Gurkha) and @declanmcdonogh win for owners Rectory Road Holdings Ltd,Mrs John Magnier & Mrs A M O'Brien for trainer @JosephOBrien2 (c)https://t.co/voWGTccgic https://t.co/cKlHqMba1V",0," patcashhealy shackleton hero, 3yo colt by coolmorestud the gurkha from blue cloud, brokes his maiden at dundalkstadium over 6f. ▶️ listed winner & g1 placed for daniel wildenstein, blue cloud, 25yo mare, is a sister of sussex stakes & queen elizabeth stakes winner bigstone. ; dundalkstadium 1-february-2021 shakleton hero (the gurkha) and declanmcdonogh win for owners rectory road holdings ltd,mrs john magnier & mrs a m o'brien for trainer josephobrien2 (c)","['  ', 'patcashhealy', 'shackleton', 'hero', '3yo', 'colt', 'coolmorestud', 'gurkha', 'blue', 'cloud', 'broke', 'maiden', 'dundalkstadium', '6f', '▶', '️', 'list', 'winner', 'g1', 'place', 'daniel', 'wildenstein', 'blue', 'cloud', '25yo', 'mare', 'sister', 'sussex', 'stakes', 'queen', 'elizabeth', 'stakes', 'winner', 'bigstone', 'dundalkstadium', '1-february-2021', 'shakleton', 'hero', 'gurkha', 'declanmcdonogh', 'win', 'owner', 'rectory', 'road', 'holdings', 'ltd', 'mrs', 'john', 'magnier', 'mrs', 'm', ""o'brien"", 'trainer', 'josephobrien2', 'c']",,,,
46,tweet_0047,"QT @BlueIrishAngel: 😡😡😡 I guess since big tech shut Trump down, they're going after Law Enforcement supporters! Shameful!!!😡😡😡 ; This is insane. The officer was was selling challenge coins honoring fallen officers. eBay permanently shut down his account, calling it a risk to our community.🤬🤬 #irishangel #blesstheblue https://t.co/b8Vk3OpXJ2",0," blueirishangel 😡😡😡 i guess since big tech shut trump down, they're going after law enforcement supporters! shameful!!!😡😡😡 ; this is insane. the officer was was selling challenge coins honoring fallen officers. ebay permanently shut down his account, calling it a risk to our community.🤬🤬 irishangel blesstheblue ","['  ', 'blueirishangel', '😡', '😡', '😡', 'guess', 'big', 'tech', 'shut', 'trump', 'go', 'law', 'enforcement', 'supporter', 'shameful', '😡', '😡', '😡', 'insane', 'officer', 'sell', 'challenge', 'coin', 'honor', 'fall', 'officer', 'ebay', 'permanently', 'shut', 'account', 'call', 'risk', 'community', '🤬', '🤬', 'irishangel', 'blesstheblue']",,,,
47,tweet_0048,"RT @peta: There’s a #COVID outbreak at another slaughterhouse, @tridentseafoods. 135 people have already tested positive. Slaughterhouses — in which dangerous viruses flourish — will continue to put everyone, especially their employees, at enormous risk. https://t.co/NMG49WDHIQ",0," peta there’s a covid outbreak at another slaughterhouse, tridentseafoods. 135 people have already tested positive. slaughterhouses — in which dangerous viruses flourish — will continue to put everyone, especially their employees, at enormous risk. ","['  ', 'peta', 'covid', 'outbreak', 'slaughterhouse', 'tridentseafood', '135', 'people', 'test', 'positive', 'slaughterhouse', 'dangerous', 'virus', 'flourish', 'continue', 'especially', 'employee', 'enormous', 'risk']",,,,
48,tweet_0049,"RT @dgwbirch: Mastercard’s interchange increase https://t.co/IXowMGNaQu will mean competition in the UK retail banking market will continue to improve, reducing the systemic risks to the market that were made evident during the [GFC] Issuers in the UK will welcome the revenue increase",0, dgwbirch mastercard’s interchange increase ,"['  ', 'dgwbirch', 'mastercard', 'interchange', 'increase']",,,,
49,tweet_0050,"@GovChrisSununu @NHNationalGuard What happened to principled liberals who said Support our troops, bring them home!. Endless wars put us at risk. We should be a zone of allied security under the blanket of individual liberty. Acting like an empire rots our legitimacy. #strengththroughpeace",0," govchrissununu nhnationalguard what happened to principled liberals who said support our troops, bring them home!. endless wars put us at risk. we should be a zone of allied security under the blanket of individual liberty. acting like an empire rots our legitimacy. strengththroughpeace","['  ', 'govchrissununu', 'nhnationalguard', 'happen', 'principle', 'liberal', 'say', 'support', 'troop', 'bring', 'home', 'endless', 'war', 'risk', 'zone', 'allied', 'security', 'blanket', 'individual', 'liberty', 'act', 'like', 'empire', 'rot', 'legitimacy', 'strengththroughpeace']",,,,
50,tweet_0051,"RT @FabrizioRomano: Shkodran Mustafi has reached the agreement with Arsenal to terminate his contract, confirmed! Schalke are set to sign him as Kabak replacement. Last steps as Liverpool are waiting to complete Kabak deal on loan with buy option. 🔴🏁 #AFC #LFC #S04 #DeadlineDay",0," fabrizioromano shkodran mustafi has reached the agreement with arsenal to terminate his contract, confirmed! schalke are set to sign him as kabak replacement. last steps as liverpool are waiting to complete kabak deal on loan with buy option. 🔴🏁 afc lfc s04 deadlineday","['  ', 'fabrizioromano', 'shkodran', 'mustafi', 'reach', 'agreement', 'arsenal', 'terminate', 'contract', 'confirm', 'schalke', 'set', 'sign', 'kabak', 'replacement', 'step', 'liverpool', 'wait', 'complete', 'kabak', 'deal', 'loan', 'buy', 'option', '🔴', '🏁', 'afc', 'lfc', 's04', 'deadlineday']",,,,
51,tweet_0052,"I take profit too often, but that's my risk profile and tolerance. I'd rather walk away from the table up/in profit vs paper profits/lose it all #bitcoin #doge #eth",0,"i take profit too often, but that's my risk profile and tolerance. i'd rather walk away from the table up/in profit vs paper profits/lose it all bitcoin doge eth","['profit', 'risk', 'profile', 'tolerance', 'walk', 'away', 'table', 'profit', 'vs', 'paper', 'profit', 'lose', 'bitcoin', 'doge', 'eth']",,,,
55,tweet_0056,"RT @AyshahTull: Australia and New Zealand makes ALL travellers quarantine in hotels, have done so from the beginning of the pandemic, with very few exceptions The UK are now adopting a partial approach, for high risk countries, not sure it’s going down too well... ; Vaccines and open borders is like heating and open windows.",0," ayshahtull australia and new zealand makes all travellers quarantine in hotels, have done so from the beginning of the pandemic, with very few exceptions the uk are now adopting a partial approach, for high risk countries, not sure it’s going down too well... ; vaccines and open borders is like heating and open windows.","['  ', 'ayshahtull', 'australia', 'new', 'zealand', 'make', 'traveller', 'quarantine', 'hotel', 'beginning', 'pandemic', 'exception', 'uk', 'adopt', 'partial', 'approach', 'high', 'risk', 'country', 'sure', 'go', 'vaccine', 'open', 'border', 'like', 'heating', 'open', 'window']",,,,
57,tweet_0058,"QT @FabrizioRomano: Not football related ⚽️ Coup d'etat happened in our country #Myanmar (#Burma) & military detained civilian government. Help us spread that none of us agree with military & we only trust the election results officially announced. #RejectTheMilitary #AungSanSuuKyi_government ; Ozan Kabak from Schalke to Liverpool, here we go! 🔴 #LFC Agreement reached between clubs after medicals and personal terms completed. The deal will be on loan with buy option and NO obligation, €30m as potential final fee. 5-years contract [if they will buy him]. #DeadlineDay",0," fabrizioromano not football related ⚽️ coup d'etat happened in our country myanmar ( burma) & military detained civilian government. help us spread that none of us agree with military & we only trust the election results officially announced. rejectthemilitary aungsansuukyi_government ; ozan kabak from schalke to liverpool, here we go! 🔴 lfc agreement reached between clubs after medicals and personal terms completed. the deal will be on loan with buy option and no obligation, €30m as potential final fee. 5-years contract [if they will buy him]. deadlineday","['  ', 'fabrizioromano', 'football', 'relate', '⚽', '️', 'coup', ""d'etat"", 'happen', 'country', 'myanmar', 'burma', 'military', 'detain', 'civilian', 'government', 'help', 'spread', 'agree', 'military', 'trust', 'election', 'result', 'officially', 'announce', 'rejectthemilitary', 'aungsansuukyi_government', 'ozan', 'kabak', 'schalke', 'liverpool', '🔴', 'lfc', 'agreement', 'reach', 'club', 'medical', 'personal', 'term', 'complete', 'deal', 'loan', 'buy', 'option', 'obligation', '€', '30', 'm', 'potential', 'final', 'fee', '5-years', 'contract', 'buy', 'deadlineday']",,,,
60,tweet_0061,"RT @LozzaFox: We must challenge lockdown extremism. We pay for a government to protect our rights, not remove them. These are our lives. We make our own risk assessments about them. We are not answerable to the government. They are answerable to us. End lockdowns. For good. https://t.co/yR2Z05pFQq",0," lozzafox we must challenge lockdown extremism. we pay for a government to protect our rights, not remove them. these are our lives. we make our own risk assessments about them. we are not answerable to the government. they are answerable to us. end lockdowns. for good. ","['  ', 'lozzafox', 'challenge', 'lockdown', 'extremism', 'pay', 'government', 'protect', 'right', 'remove', 'life', 'risk', 'assessment', 'answerable', 'government', 'answerable', 'end', 'lockdown', 'good']",,,,
62,tweet_0063,RT @environmentca: The Aboriginal Fund for Species at Risk is now accepting project proposals! See if this program is the right fit for your project: https://t.co/8ZpgkgLhFU #SpeciesAtRisk #Indigenous #conservation https://t.co/vvRwVajRq9,0, environmentca the aboriginal fund for species at risk is now accepting project proposals! see if this program is the right fit for your project ,"['  ', 'environmentca', 'aboriginal', 'fund', 'specie', 'risk', 'accept', 'project', 'proposal', 'program', 'right', 'fit', 'project']",,,,
65,tweet_0066,"RT @ArdaTuran_1988: @64bozkurt_rs #WhereisUEFA fenerbahçe's debt was 3,200,000,000 TL in October 2020, today announced that their debt is 4,719,000,000 TL. How can fenerbahçe, who does not make an agreement with the Banks Association, have a limit and transfer with this loan? And how do you allow this? @UEFA",0," ardaturan_1988 64bozkurt_rs whereisuefa fenerbahçe's debt was 3,200,000,000 tl in october 2020, today announced that their debt is 4,719,000,000 tl. how can fenerbahçe, who does not make an agreement with the banks association, have a limit and transfer with this loan? and how do you allow this? uefa","['  ', 'ardaturan_1988', '64bozkurt_rs', 'whereisuefa', 'fenerbahçe', 'debt', '3,200,000,000', 'tl', 'october', '2020', 'today', 'announce', 'debt', '4,719,000,000', 'tl', 'fenerbahçe', 'agreement', 'bank', 'association', 'limit', 'transfer', 'loan', 'allow', 'uefa']",,,,
66,tweet_0067,"She told me she would not give up and she did not. She kept speak love and positivity on my name every chance she got. Even when the investigatiors were asking her if she was sure she wanted me or if I was worth the risk She insisted and, repeatedly, said yes.",0,"she told me she would not give up and she did not. she kept speak love and positivity on my name every chance she got. even when the investigatiors were asking her if she was sure she wanted me or if i was worth the risk she insisted and, repeatedly, said yes.","['tell', 'keep', 'speak', 'love', 'positivity', 'chance', 'get', 'investigatior', 'ask', 'sure', 'want', 'worth', 'risk', 'insist', 'repeatedly', 'say', 'yes']",,,,
67,tweet_0068,"@DerekVanRiper made this account to secretly ask all you athletic people fantasy questions. Was going over your rankings and see Soler as top 30 OF. Only a UTL in my league but is getting cut before draft. Could probably get for Calhoun now both $5 budget of $250, worth the risk?",0," derekvanriper made this account to secretly ask all you athletic people fantasy questions. was going over your rankings and see soler as top 30 of. only a utl in my league but is getting cut before draft. could probably get for calhoun now both $5 budget of $250, worth the risk?","['  ', 'derekvanriper', 'account', 'secretly', 'ask', 'athletic', 'people', 'fantasy', 'question', 'go', 'ranking', 'soler', '30', 'utl', 'league', 'get', 'cut', 'draft', 'probably', 'calhoun', '$', '5', 'budget', '$', '250', 'worth', 'risk']",,,,
68,tweet_0069,"RT @saraecook: The risk is not that it is too big, the risk is that it is too small, @PressSec says of the WH's $1.9t COVID relief package. Biden is meeting w/ GOP Senators tonight about their $600b proposal. What this meeting is not is a forum for the President to make or accept an offer.",0," saraecook the risk is not that it is too big, the risk is that it is too small, presssec says of the wh's $1.9t covid relief package. biden is meeting w/ gop senators tonight about their $600b proposal. what this meeting is not is a forum for the president to make or accept an offer.","['  ', 'saraecook', 'risk', 'big', 'risk', 'small', 'presssec', 'say', 'wh', '$', '1.9', 't', 'covid', 'relief', 'package', 'biden', 'meet', 'w/', 'gop', 'senator', 'tonight', '$', '600b', 'proposal', 'meeting', 'forum', 'president', 'accept', 'offer']",,,,
69,tweet_0070,"RT @jennfranconews: WH Press Sec. Jen Psaki in COVID relief bill talks between Biden and 10 Republican senators: “What this is meeting is not—is a forum for the president to to make or accept an offer ... the risk is not that it is too big, this package, the risk is that it is too small.”",0," jennfranconews wh press sec. jen psaki in covid relief bill talks between biden and 10 republican senators “what this is meeting is not—is a forum for the president to to make or accept an offer ... the risk is not that it is too big, this package, the risk is that it is too small.”","['  ', 'jennfranconews', 'wh', 'press', 'sec', 'jen', 'psaki', 'covid', 'relief', 'bill', 'talk', 'biden', '10', 'republican', 'senator', 'meeting', 'forum', 'president', 'accept', 'offer', 'risk', 'big', 'package', 'risk', 'small']",,,,
70,tweet_0071,"RT @tveitdal: Meat-eating creates risk of future pandemic that ‘would make Covid seem a dress rehearsal’, scientists warn https://t.co/GyL7xb5Ew0 ‘If we could see eating meat as a treat, not a right, we could reduce the speed at which another virus evolves,’ says professor https://t.co/GvxzaWs1My",0," tveitdal meat-eating creates risk of future pandemic that ‘would make covid seem a dress rehearsal’, scientists warn ","['  ', 'tveitdal', 'meat', 'eat', 'create', 'risk', 'future', 'pandemic', 'covid', 'dress', 'rehearsal', 'scientist', 'warn']",,,,
71,tweet_0072,RT @IAmErAijaz: I have been denied security in Jammu by Security agencies in Jammu despite severe threats & I have been “Y” categorised by Security agencies on basis of threats.There has been increase in criminal attacks in Jammu and I can’t risk my life.Kindly look into it. @HMOIndia @AmitShah,0, iameraijaz i have been denied security in jammu by security agencies in jammu despite severe threats & i have been “y” categorised by security agencies on basis of threats.there has been increase in criminal attacks in jammu and i can’t risk my life.kindly look into it. hmoindia amitshah,"['  ', 'iameraijaz', 'deny', 'security', 'jammu', 'security', 'agency', 'jammu', 'despite', 'severe', 'threat', 'y', 'categorise', 'security', 'agency', 'basis', 'threats.there', 'increase', 'criminal', 'attack', 'jammu', 'risk', 'life.kindly', 'look', 'hmoindia', 'amitshah']",,,,
